Reporting Period	Peer Group Description	Peer Group	UBPSE015	UBPSE008	UBPSE029	UBPS7414	UBPSE023	UBPSD486	UBPSE012	UBPSE018	UBPSE024	UBPSE013	UBPSE019	UBPSE541	UBPSE027	UBPS7408	UBPSE010	UBPSK447	UBPSE007	UBPSE016	UBPSE021	UBPSE542	UBPSE003	UBPSE006	UBPSE022	UBPSE028	UBPSE011	UBPS7316	UBPSE002	UBPSE014	UBPSJ248	UBPSE005	UBPSE020	UBPSE017	UBPS7402	UBPSE004	UBPSE025	UBPSE009	UBPSE001	UBPSE026	
3/31/2016 11:59:59 PM	All Insured Savings Banks in North Carolina	NCSVG	78.3230	0.0305	38.3383	1.2514	1.1102	15.9057	0.5474	3.3804	65.1044	0.5474	-0.0092	0.1002	0.4146	3.4199	0.5474	-7.1397	0.7687	3.9745	91.6805	0.9466	3.1109	0.0239	1.1118	11.1168	0.5593	0.5442	0.5469	92.4924	0.0000	2.7148	112.9166	0.5856	5.7420	0.3742	3.3262	0.8008	3.6609	9.9221	
3/31/2016 11:59:59 PM	All Insured Savings Banks in North Dakota	NDSVG	78.3732	0.0000	4.3515	0.1541	0.9075	10.1950	0.7066	3.6122	83.4045	0.8820	0.0038	0.0158	7.8979	9.6766	0.8820	15.6169	1.1136	3.9923	78.7333	0.1383	3.3758	0.1880	0.9106	-59.6080	1.0669	8.0961	0.3533	93.8937	0.0000	3.2988	174.9667	0.3801	0.0000	1.2246	8.9946	1.1136	3.7291	1.5753	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Ohio	OHSVG	78.9517	0.0038	9.5724	1.2402	1.0746	13.3355	0.5097	3.3005	70.0822	0.5455	0.0646	0.0480	4.2121	3.3869	0.5422	1.4474	0.6505	3.8820	37.8109	1.0898	3.1022	0.0491	1.1024	0.2622	0.5375	1.9816	0.5518	94.1533	0.0037	3.2012	106.7134	0.5880	12.4494	0.7100	2.6568	0.6695	3.6517	11.0552	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Oklahoma	OKSVG	82.0691	-0.0005	36.2429	7.5769	1.3980	10.1933	0.8386	3.4562	70.4884	1.0313	-0.5849	4.6045	8.1968	-0.3757	1.0313	-0.0668	1.2130	4.0134	11.6232	2.9723	3.2506	-0.3069	1.3980	18.2245	1.0386	1.3221	0.5207	94.4362	0.0000	2.8051	27.3529	0.5571	39.7054	0.4605	4.5346	1.2125	3.7713	54.7082	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Oregon	ORSVG	77.4587	0.0599	8.6373	0.8047	2.5491	11.0400	-0.9976	3.4519	55.7513	-0.9976	-0.0242	0.0000	-6.9072	10.5911	-0.9976	-29.5097	-0.8393	3.6491	0.0000	0.8047	3.2746	0.0441	2.6809	80.3031	-0.9393	7.2687	0.1885	94.9717	0.0000	5.7256	0.0000	0.1971	0.0000	1.6557	-15.5255	-0.7794	3.4632	6.6404	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Pennsylvania	PASVG	79.9995	0.0130	55.1158	1.1181	0.9047	13.3289	0.5482	3.0058	65.6111	0.5559	0.0366	0.1061	5.7341	4.0823	0.5559	1.9206	0.8083	3.7614	43.2511	0.8729	2.8270	0.0564	0.9065	14.9104	0.5947	2.8894	0.6933	95.0593	0.0000	2.3795	51.6091	0.7361	4.7601	0.3196	3.6629	0.8299	3.5550	7.7712	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Rhode Island	RISVG	76.8723	0.0245	113.4714	1.0366	0.8178	14.3900	0.3966	3.8796	72.2634	0.4516	0.1770	0.0000	13.9774	4.8133	0.4516	5.6020	0.5663	4.6248	14.1737	1.0366	3.6874	0.1636	0.8423	20.1518	0.4705	10.2805	0.7107	94.6889	0.0000	3.8905	25.7975	0.7451	0.0000	0.9331	3.6266	0.5909	4.3981	33.3324	
3/31/2016 11:59:59 PM	All Insured Savings Banks in South Carolina	SCSVG	74.8429	0.1082	46.0405	1.5626	1.7792	19.4483	0.5415	3.4737	58.0819	0.5415	0.0239	0.2104	-0.1781	3.1937	0.5415	-16.6087	0.6602	3.9292	198.3104	1.3522	3.2276	0.0199	1.7792	20.2575	0.5664	1.2335	0.4273	93.3297	0.0000	2.9411	838.2934	0.4555	0.0000	0.3936	4.1487	0.7684	3.6549	9.4892	
3/31/2016 11:59:59 PM	All Insured Savings Banks in South Dakota	SDSVG	79.9918	0.0000	208.6104	0.8438	3.3915	16.2400	2.1387	7.9019	80.7031	2.6598	2.3603	0.0000	13.7635	10.0029	2.6598	4.5095	3.3104	8.3016	1.3268	0.8438	7.3657	1.7854	3.3915	-2.0307	2.6838	11.8298	0.3769	93.8560	0.0000	4.5947	2.0004	0.3996	31.2672	2.3248	10.5089	3.3104	7.7426	8.2143	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Tennessee	TNSVG	68.8829	0.0030	-9.6273	0.9467	1.3593	25.3850	0.7066	3.3556	51.7157	0.7297	-0.0301	0.3926	1.1540	4.8667	0.7297	-9.2311	1.1257	3.7679	386.4492	0.5540	3.1038	0.0063	1.3599	6.1930	0.7512	1.8206	0.3806	92.0038	0.0000	6.2970	792.2391	0.4121	19.6927	4.3252	2.2323	1.1287	3.4845	6.1820	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Texas	TXSVG	72.6370	0.0202	48.5669	1.1125	1.0222	11.6240	0.9311	4.1849	69.8485	1.0878	0.1049	0.0869	17.9724	13.2547	1.0878	0.5624	1.2012	4.7502	22.5425	0.9004	3.8430	0.1397	1.0268	27.3008	1.1529	14.7859	0.5191	93.6475	0.0000	3.3415	37.5932	0.5645	17.9509	0.8171	7.0163	1.2725	4.3742	6.0836	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Vermont	VTSVG	76.1167	0.0731	98.3003	0.9974	0.9720	10.2520	0.4959	3.3435	73.1692	0.4959	0.5773	0.0011	6.3171	3.2680	0.4959	16.7968	0.4410	3.8848	124.4412	0.9962	3.1078	0.1383	0.9782	-13.1528	0.3433	4.8762	0.5073	93.0577	0.0000	3.2236	48.6284	0.5413	0.0000	0.6951	4.6029	0.5141	3.6151	7.8876	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Virginia	VASVG	69.3510	0.2113	14.6080	5.1665	2.2042	26.3320	1.5779	2.6853	32.2165	1.5779	-0.0222	0.0000	-16.9887	-0.8330	1.5779	22.1694	2.6759	2.9758	15.4915	5.1665	2.4501	-0.1125	2.2045	14.0906	1.4647	11.0537	0.2719	91.3362	0.0000	22.2940	49.6363	0.2905	45.9872	22.4072	0.4266	2.8872	2.7221	14.6203	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Washington	WASVG	74.4641	-0.0092	86.6619	0.5915	1.2603	13.8390	0.5795	3.5160	68.3860	0.6193	-0.0211	0.0028	15.0354	6.2686	0.6193	-1.2885	0.8924	4.0796	37.2561	0.5886	3.3315	0.0518	1.2783	52.8082	0.6865	12.4109	0.5371	94.7932	0.0000	3.0421	184.6381	0.5636	9.3170	0.6548	3.9101	0.8832	3.8686	9.9547	
3/31/2016 11:59:59 PM	All Insured Savings Banks in West Virginia	WVSVG	78.5052	0.0000	-8.0650	1.0239	0.9973	12.6450	0.3440	3.0312	52.4716	0.3440	0.0945	0.0039	-0.4871	2.9876	0.3440	-22.0573	0.5062	3.5379	35.9194	1.0200	2.8275	0.0020	0.9973	-9.6806	0.2833	-0.8233	0.4785	92.7975	0.0000	2.4714	46.3995	0.5067	0.0000	0.1521	2.2822	0.5062	3.3061	4.2158	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Wisconsin	WISVG	77.0181	0.0355	57.3281	1.3728	1.1553	14.3040	0.5157	3.2183	64.6446	0.5157	0.1907	0.0297	5.9013	2.6514	0.5157	6.8323	0.7260	3.7262	14.5896	1.3209	2.9512	0.0806	1.1633	19.2425	0.4695	2.6221	0.4665	92.5711	0.0000	5.6808	20.0275	0.5001	17.1760	3.2934	1.0085	0.7682	3.4290	18.5414	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Wyoming	WYSVG	78.5518	0.0000	73.7665	1.7155	1.8009	12.6000	0.2147	2.9781	46.0761	0.2147	0.0096	0.0421	6.3530	2.0805	0.2147	-13.4121	0.1954	3.2134	15.0000	1.6733	2.8513	0.1153	1.8128	-8.8163	0.3327	7.3697	0.2253	95.8562	0.0000	3.2809	13.1923	0.2353	0.0000	0.7403	1.8627	0.1954	3.0766	8.1864	
3/31/2016 11:59:59 PM	All Non-insured Non-deposit Trust Companies	401	0.0250	0.0006	-100.0000	0.0000	0.0000	88.0554	9.0738	0.7871	0.0000	9.9250	0.0000	0.0000	0.0000	1.1904	9.9250	-896.5796	14.0705	0.8394	0.0000	0.0000	0.4294	0.0000	0.0000	1.2249	9.9250	2.1197	0.0014	64.6328	0.0000	64.3610	0.0000	0.0037	23.7750	79.0497	6.1189	14.0933	0.4175	0.0000	
3/31/2016 11:59:59 PM	All Non-insured Non-deposit Trust Companies	NDT	0.0250	0.0006	-100.0000	0.0000	0.0000	88.0554	9.0738	0.7871	0.0000	9.9250	0.0000	0.0000	0.0000	1.1904	9.9250	-896.5796	14.0705	0.8394	0.0000	0.0000	0.4294	0.0000	0.0000	1.2249	9.9250	2.1197	0.0014	64.6328	0.0000	64.3610	0.0000	0.0037	23.7750	79.0497	6.1189	14.0933	0.4175	0.0000	
3/31/2016 11:59:59 PM	All Non-insured Non-deposit Trust Companies in California	CANDT	0.0000	0.0000	0.0000	0.0000	0.0000	88.6880	3.0139	0.6196	0.0000	3.5500	0.0000	0.0000	0.0000	-1.3254	3.5500	-5811.5356	4.3772	0.6196	0.0000	0.0000	0.3228	0.0000	0.0000	4.7527	3.5500	5.4580	0.0000	73.4861	0.0000	29.5874	0.0000	0.0000	14.3821	33.6417	2.5555	4.3772	0.3228	0.0000	
3/31/2016 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Delaware	DENDT	0.0000	0.0000	0.0000	0.0000	0.0000	83.8566	8.9634	0.7333	0.0000	10.2787	0.0000	0.0000	0.0000	-4.1726	10.2787	-2248.5750	14.1646	0.7333	0.0000	0.0000	0.2776	0.0000	0.0000	1.8005	10.2787	-3.5442	0.0000	76.7613	0.0000	43.6054	0.0000	0.0000	946.3157	57.4924	-32.9479	14.1646	0.2776	0.0000	
3/31/2016 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Florida	FLNDT	0.0000	0.0421	0.0000	0.0000	0.0000	89.3466	4.7954	0.8929	0.0000	4.7954	0.0000	0.0000	0.0000	-2.2472	4.7954	-1326.0966	7.6332	0.8929	0.0000	0.0000	0.7438	0.0000	0.0000	-13.4809	4.7954	-0.7380	0.0000	80.4261	0.0000	63.3796	0.0000	0.0000	0.0000	70.2689	6.3953	7.6752	0.7438	0.0000	
3/31/2016 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Georgia	GANDT	0.0000	0.0000	0.0000	0.0000	0.0000	99.7100	4.0374	0.1494	0.0000	4.0374	0.0000	0.0000	0.0000	-5.2177	4.0374	-175.6025	6.6226	0.1494	0.0000	0.0000	0.0978	0.0000	0.0000	-11.6689	4.0374	-5.6395	0.0000	65.4822	0.0000	45.3851	0.0000	0.0000	0.0000	51.9099	4.0739	6.6226	0.0978	0.0000	
3/31/2016 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Illinois	ILNDT	0.0000	0.0000	0.0000	0.0000	0.0000	93.9400	7.8042	0.4716	0.0000	7.8042	0.0000	0.0000	0.0000	0.5472	7.8042	-5359.7031	12.4517	0.4716	0.0000	0.0000	0.3227	0.0000	0.0000	1.3866	7.8042	0.9277	0.0000	72.5163	0.0000	41.3913	0.0000	0.0000	0.0000	53.5204	8.4289	12.4517	0.3227	0.0000	
3/31/2016 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Indiana	INNDT	0.0000	0.0000	0.0000	0.0000	0.0000	95.2200	5.7511	0.4257	0.0000	5.7511	0.0000	0.0000	0.0000	3.4099	5.7511	-95.9928	8.6597	0.4257	0.0000	0.0000	0.3966	0.0000	0.0000	6.4683	5.7511	2.7797	0.0000	93.1747	0.0000	39.1340	0.0000	0.0000	0.0000	47.3971	6.0855	8.6597	0.3966	0.0000	
3/31/2016 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Iowa	IANDT	0.0000	1.3926	0.0000	0.0000	0.0000	99.7700	12.9204	3.2955	0.0000	18.1034	0.0000	0.0000	0.0000	5.5234	18.1034	-6.6208	18.1838	3.2955	0.0000	0.0000	2.8655	0.0000	0.0000	52.4752	18.1034	2.9520	0.0000	86.9529	0.0000	43.3687	0.0000	0.0000	399.2674	58.6870	-50.7729	19.5764	2.8655	0.0000	
3/31/2016 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Kentucky	KYNDT	1.3019	0.0000	0.0000	0.0000	0.0000	79.5300	36.0970	0.0963	0.0000	36.0970	0.0000	0.0000	0.0000	5.5126	36.0970	4.9150	36.0970	0.2889	0.0000	0.0000	0.0376	0.0000	0.0000	0.0000	36.0970	3.5501	0.0752	39.0487	0.0000	199.9624	0.0000	0.1926	0.0000	236.0218	48.1203	36.0970	0.1128	0.0000	
3/31/2016 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Maine	MENDT	0.0000	0.0000	0.0000	0.0000	0.0000	93.0600	4.3595	0.5576	0.0000	4.3595	0.0000	0.0000	0.0000	12.5506	4.3595	0.0000	6.7239	0.5576	0.0000	0.0000	0.3325	0.0000	0.0000	21.8393	4.3595	5.3908	0.0000	59.6287	0.0000	36.8338	0.0000	0.0000	0.0000	43.2253	4.5865	6.7239	0.3325	0.0000	
3/31/2016 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Massachusetts	MANDT	15.9595	0.0000	-100.0000	0.0000	0.0000	70.2100	5.1785	-17.7233	0.0000	5.1785	0.0000	0.0000	0.0000	7.2047	5.1785	-9.6515	9.3697	3.6250	0.0000	0.0000	0.2300	0.0000	0.0000	-66.0175	5.1785	3.9049	0.0869	30.4293	0.0000	122.1303	0.0000	21.3483	78.0234	131.2699	-3.2388	9.3697	0.3170	0.0000	
3/31/2016 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Minnesota	MNNDT	0.0000	0.0000	0.0000	0.0000	0.0000	87.0200	16.7850	1.8905	0.0000	16.7850	0.0000	0.0000	0.0000	2.4730	16.7850	-755.2751	28.2184	1.8905	0.0000	0.0000	1.6543	0.0000	0.0000	4.8357	16.7850	4.9117	0.0000	70.4430	0.0000	93.5375	0.0000	0.0000	40.0000	120.1015	4.1018	28.2184	1.6543	0.0000	
3/31/2016 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Missouri	MONDT	0.0000	0.0000	0.0000	0.0000	0.0000	100.1250	0.8538	2.5757	0.0000	1.2234	0.0000	0.0000	0.0000	4.0058	1.2234	-32.3929	1.2595	2.5757	0.0000	0.0000	0.3796	0.0000	0.0000	9.0828	1.2234	3.4485	0.0000	45.8181	0.0000	94.0241	0.0000	0.0000	0.0000	94.9040	1.2245	1.2595	0.3796	0.0000	
3/31/2016 11:59:59 PM	All Non-insured Non-deposit Trust Companies in New York	NYNDT	0.4297	0.0038	0.0000	0.0000	0.0000	77.4412	16.0076	0.5857	0.0000	16.0076	0.0000	0.0000	0.0000	-2.9669	16.0076	-188.6184	27.3774	0.6835	0.0000	0.0000	0.2344	0.0000	0.0000	20.8430	16.0076	1.1814	0.0303	51.8746	0.0000	93.4793	0.0000	0.0978	0.0000	120.6223	21.3070	27.3813	0.2647	0.0000	
3/31/2016 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Ohio	OHNDT	0.0000	0.0000	0.0000	0.0000	0.0000	91.8700	23.4735	1.0895	0.0000	31.6471	0.0000	0.0000	0.0000	5.7907	31.6471	-26.5944	36.7150	1.0895	0.0000	0.0000	0.8749	0.0000	0.0000	14.5000	31.6471	2.3153	0.0000	79.5848	0.0000	64.7627	0.0000	0.0000	10.9641	100.6028	30.1289	36.7150	0.8749	0.0000	
3/31/2016 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Oklahoma	OKNDT	0.0000	0.0000	0.0000	0.0000	0.0000	85.1400	2.6174	1.7031	0.0000	2.6174	0.0000	0.0000	0.0000	7.0212	2.6174	0.0000	4.3001	1.7031	0.0000	0.0000	1.4022	0.0000	0.0000	0.0000	2.6174	7.5773	0.0000	82.3323	0.0000	68.2402	0.0000	0.0000	0.0000	71.1381	3.0299	4.3001	1.4022	0.0000	
3/31/2016 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Oregon	ORNDT	0.0000	0.0000	0.0000	0.0000	0.0000	100.9500	3.3344	0.0000	0.0000	3.3344	0.0000	0.0000	0.0000	2.7114	3.3344	0.0000	5.2542	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.3344	2.4751	0.0000	0.1895	0.0000	1.7177	0.0000	0.0000	0.0000	6.9719	3.3166	5.2542	0.0000	0.0000	
3/31/2016 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Pennsylvania	PANDT	0.0000	-0.0271	0.0000	0.0000	0.0000	70.5533	21.2205	0.2559	0.0000	21.2205	0.0000	0.0000	0.0000	-20.4166	21.2205	-151.1087	33.2506	0.2559	0.0000	0.0000	0.1053	0.0000	0.0000	9.8438	21.2205	-13.6679	0.0000	37.4389	0.0000	121.5047	0.0000	0.0000	416.9178	154.6501	-43.6035	33.2235	0.1053	0.0000	
3/31/2016 11:59:59 PM	All Non-insured Non-deposit Trust Companies in South Dakota	SDNDT	0.0000	0.0000	0.0000	0.0000	0.0000	99.1200	6.6945	0.3837	0.0000	6.6945	0.0000	0.0000	0.0000	12.0205	6.6945	0.0000	10.0128	0.3837	0.0000	0.0000	0.2883	0.0000	0.0000	10.0000	6.6945	6.8490	0.0000	75.1514	0.0000	5.8190	0.0000	0.0000	0.0000	15.5435	6.8111	10.0128	0.2883	0.0000	
3/31/2016 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Texas	TXNDT	0.0000	-0.1622	0.0000	0.0000	0.0000	97.2200	30.4536	2.1690	0.0000	30.4536	0.0000	0.0000	0.0000	18.2720	30.4536	-41.5395	46.9965	2.1690	0.0000	0.0000	1.1211	0.0000	0.0000	6.1012	30.4536	17.4623	0.0000	55.9752	0.0000	58.5570	0.0000	0.0000	37.0142	104.4323	11.8567	46.8342	1.1211	0.0000	
3/31/2016 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Virginia	VANDT	0.0000	0.0000	0.0000	0.0000	0.0000	95.4800	3.7228	0.8334	0.0000	3.7228	0.0000	0.0000	0.0000	-7.0058	3.7228	-30.1454	5.6588	0.8334	0.0000	0.0000	0.7316	0.0000	0.0000	-15.2786	3.7228	-1.5227	0.0000	88.0173	0.0000	45.2160	0.0000	0.0000	37.6506	50.1432	-0.8005	5.6588	0.7316	0.0000	
3/31/2016 11:59:59 PM	All Non-insured Non-deposit Trust Companies in West Virginia	WVNDT	0.0000	0.0000	0.0000	0.0000	0.0000	127.1600	11.2000	1.6159	0.0000	16.9697	0.0000	0.0000	0.0000	4.7187	16.9697	-0.8091	16.9697	1.6159	0.0000	0.0000	1.6529	0.0000	0.0000	-86.1472	16.9697	4.1297	0.0000	102.2865	0.0000	104.3526	0.0000	0.0000	0.0000	119.6694	13.6344	16.9697	1.6529	0.0000	
3/31/2016 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Wisconsin	WINDT	0.0000	0.0000	0.0000	0.0000	0.0000	91.2000	18.2076	0.7079	0.0000	18.2076	0.0000	0.0000	0.0000	-9.1552	18.2076	0.0000	30.2263	0.7079	0.0000	0.0000	0.3941	0.0000	0.0000	-21.4714	18.2076	-12.5404	0.0000	55.6674	0.0000	105.2589	0.0000	0.0000	0.0000	135.0911	20.6575	30.2263	0.3941	0.0000	
3/31/2016 11:59:59 PM	Bankers banks	301	36.0308	0.0000	9.9965	1.2437	2.3844	11.8026	0.4045	2.4332	46.3954	0.4045	0.0674	0.0114	12.5999	4.4113	0.4131	-20.9009	0.6555	2.7522	54.5094	1.2322	2.1395	0.0309	2.3971	-1.1511	0.4013	5.5567	0.3003	89.2971	0.0085	4.5643	23.8483	0.3190	28.8084	3.1113	1.8042	0.6555	2.4399	6.8235	
3/31/2016 11:59:59 PM	Bankers banks	BKR	36.0308	0.0000	9.9965	1.2437	2.3844	11.8026	0.4045	2.4332	46.3954	0.4045	0.0674	0.0114	12.5999	4.4113	0.4131	-20.9009	0.6555	2.7522	54.5094	1.2322	2.1395	0.0309	2.3971	-1.1511	0.4013	5.5567	0.3003	89.2971	0.0085	4.5643	23.8483	0.3190	28.8084	3.1113	1.8042	0.6555	2.4399	6.8235	
3/31/2016 11:59:59 PM	Credit card specialty banks having assets between $1 billion and $3 billion	202	79.2343	0.0000	36.2016	2.7697	7.8054	17.3850	4.6134	18.3972	86.1605	4.6134	6.9550	1.4644	41.2211	37.4847	4.6134	67.2501	7.4590	19.3243	1.1604	1.3052	17.9346	7.1234	7.8535	38.6094	5.4808	41.5262	0.8878	96.9026	0.0000	7.4861	2.3304	0.9271	26.0729	4.1339	19.9457	7.4590	18.8224	12.2644	
3/31/2016 11:59:59 PM	Credit card specialty banks having assets greater than $ 3 billion	201	81.7677	0.0000	35.5664	1.1599	3.2688	12.5730	3.3270	10.5367	77.5832	3.3270	3.1461	1.0655	12.6630	8.1863	3.3270	45.1167	5.2210	11.5818	1.0340	0.0943	10.1866	2.6535	3.3288	307603.9855	3.4540	14.7166	1.0095	96.7796	0.0000	7.0711	3.8298	1.0451	57.8047	4.7590	7.4591	5.2210	11.1961	4.8703	
3/31/2016 11:59:59 PM	Credit card specialty banks having assets less than $1 billion	203	73.9368	0.0000	-23.8055	1.8872	3.5660	22.3250	1.0074	13.3565	79.5621	1.0074	2.9135	1.3326	-1.2038	3.5498	1.0074	34.9962	1.6910	14.8947	1.1970	0.5546	12.4199	2.4471	3.5660	25.6217	1.0689	-2.5531	1.4242	93.8580	0.0000	13.3701	1.7591	1.5382	44.4744	5.0884	3.2769	1.6910	13.8442	6.3915	
3/31/2016 11:59:59 PM	Denovo banks opened in 2013 having assets less than $750 million	2013	80.3206	0.0000	72.7312	0.0000	1.2413	11.7900	0.4331	2.4539	88.2143	0.4331	0.0000	0.0000	50.1254	-0.3851	0.4331	2.2886	0.4331	3.1983	0.0000	0.0000	2.4259	0.3517	1.2413	142.8484	0.7848	54.4886	0.7359	98.8619	0.0000	1.8593	0.0000	0.7444	0.0000	0.2182	3.6900	0.4331	3.1619	0.0000	
3/31/2016 11:59:59 PM	Denovo banks opened in 2015 having assets less than $750 million	2015	18.7587	0.0000	0.0000	0.0000	1.3136	71.0900	-6.4186	2.0167	49.9554	-6.4186	0.0000	0.0000	0.0000	0.0000	-6.4186	-61.7028	-6.4186	2.1263	0.0000	0.0000	1.9049	2.0498	1.3136	0.0000	-4.3688	0.0000	0.1035	94.4524	0.0000	6.2840	0.0000	0.1096	0.0000	0.0104	-8.9276	-6.4186	2.0084	0.0000	
3/31/2016 11:59:59 PM	Insured commercial banks having assets between $100 million and $300 million, with 2 or fewer full service banking offices and located in a metropolitan statistical area	6	71.0968	0.0158	22.1870	0.8064	1.4478	10.9972	0.8011	3.6620	65.8867	0.9055	0.0362	0.0346	9.2308	6.6517	0.9063	1.2228	1.1821	4.1604	38.1072	0.7137	3.4496	0.0799	1.4541	29.9997	0.9589	6.8283	0.4525	94.6532	0.0002	2.7433	51.1494	0.4794	21.0724	0.4621	5.0687	1.2118	3.9207	9.9136	
3/31/2016 11:59:59 PM	Insured commercial banks having assets between $100 million and $300 million, with 2 or fewer full service banking offices and not located in a metropolitan statistical area	7	70.4185	0.0267	20.9999	0.9445	1.4884	11.3409	1.0058	3.6794	54.8648	1.1949	0.0582	0.0953	6.5540	4.9327	1.1944	-0.0676	1.4898	4.1007	37.8259	0.7736	3.4548	0.0785	1.4898	3.5498	1.2500	1.8967	0.3836	94.3578	0.0000	2.3589	71.9186	0.4070	41.5728	0.4719	5.3322	1.5347	3.8528	7.0381	
3/31/2016 11:59:59 PM	Insured commercial banks having assets between $100 million and $300 million, with 3 or more full service banking offices and located in a metropolitan statistical area	4	70.5939	0.0179	19.3583	0.9692	1.4034	10.3813	0.7244	3.8297	65.0102	0.8383	0.0545	0.0626	7.6075	5.5936	0.8390	-0.3379	1.0605	4.2364	34.4053	0.8501	3.5693	0.0696	1.4102	11.9590	0.8818	4.6360	0.3727	93.5109	0.0006	3.1019	43.5228	0.4001	27.5992	0.6197	4.4106	1.0934	3.9486	12.5634	
3/31/2016 11:59:59 PM	Insured commercial banks having assets between $100 million and $300 million, with 3 or more full service banking offices and not located in a metropolitan statistical area	5	71.2587	0.0180	15.5040	0.9903	1.3924	10.4797	0.8696	3.9161	63.4311	1.0329	0.0762	0.0980	6.4260	5.0086	1.0330	0.8463	1.2832	4.3271	30.6376	0.7792	3.6440	0.0834	1.3963	5.8787	1.0744	2.8807	0.3717	93.3090	0.0001	2.8870	46.8944	0.3995	36.7806	0.6163	5.0745	1.3146	4.0273	10.0805	
3/31/2016 11:59:59 PM	Insured commercial banks having assets between $1billion and $3 billion	2	77.4767	0.0177	16.5180	0.8056	1.2322	9.8338	0.9067	3.5931	67.6310	0.9628	0.0729	0.0462	11.9053	8.5978	0.9635	8.3459	1.3770	3.9703	30.5608	0.7102	3.3611	0.1051	1.2482	15.4386	1.0295	9.1977	0.3467	93.8083	0.0005	2.7636	55.4659	0.3696	33.7555	0.8430	5.3679	1.4064	3.7180	8.5674	
3/31/2016 11:59:59 PM	Insured commercial banks having assets between $300 million and $1 billion	3	74.9677	0.0192	18.8227	0.8945	1.3524	10.2563	0.9104	3.7528	67.0665	1.0267	0.0559	0.0462	8.9434	6.8158	1.0259	5.7640	1.3535	4.1859	40.5721	0.7969	3.5258	0.0942	1.3678	13.7604	1.0848	5.6661	0.3970	94.1550	0.0007	2.8468	66.5921	0.4221	30.3768	0.7300	5.6038	1.3873	3.9324	10.2858	
3/31/2016 11:59:59 PM	Insured commercial banks having assets between $50 million and $100 million, with 2 or fewer full service banking offices and located in a metropolitan statistical area	10	69.6130	0.0157	13.5064	0.9202	1.4999	11.3548	0.6818	3.8048	60.6120	0.8071	0.0565	0.0812	5.7410	4.2053	0.8057	-6.0723	0.9734	4.2594	23.6593	0.7784	3.5280	0.0582	1.5123	7.1081	0.8338	2.3553	0.3971	93.4211	0.0000	3.0826	26.7971	0.4281	28.6746	0.5286	2.9593	1.0077	3.9489	10.7528	
3/31/2016 11:59:59 PM	Insured commercial banks having assets between $50 million and $100 million, with 2 or fewer full service banking offices and not located in a metropolitan statistical area	11	69.5073	0.0166	16.8169	0.9907	1.4924	11.5328	0.8518	3.7656	55.4184	1.0304	0.0521	0.1539	5.7917	3.9214	1.0304	-5.2339	1.2522	4.1720	28.5589	0.7524	3.5073	0.0566	1.4935	10.8462	1.0696	1.1293	0.3672	93.5890	0.0000	2.6046	44.3997	0.3939	33.7192	0.4194	4.2749	1.2873	3.8863	6.0348	
3/31/2016 11:59:59 PM	Insured commercial banks having assets between $50 million and $100 million, with 3 or more full service banking offices and located in a metropolitan statistical area	8	68.5231	0.0093	-7.7050	1.2768	1.4458	10.1955	0.4731	3.8499	59.6936	0.5681	0.1530	0.1603	2.6611	2.4351	0.5681	-9.3690	0.7001	4.2328	8.8353	0.9803	3.5474	0.0734	1.4507	12.8148	0.5417	0.5277	0.3317	92.1356	0.0000	3.5086	7.8110	0.3606	20.5886	0.7189	2.9117	0.7209	3.9029	14.6085	
